Source.Name,Team,OppFG,OppFGA,OppFG%,Opp3P,Opp3PA,Opp3P%,Opp2P,Opp2PA,Opp2P%,OppFT,OppFTA,OppFT%,OppORB,OppDRB,OppTRB,OppAST,OppSTL,OppBLK,OppTOV,OppPF,OppPTS
2020,Orlando Magic*,40.4,86.9,0.465,12.2,33.6,0.364,28.2,53.3,0.529,15.3,19.8,0.771,9,35.8,44.9,24.7,7,4.6,14.6,19.5,108.3
2020,Philadelphia 76ers*,39.8,86,0.463,10.4,29.4,0.353,29.4,56.5,0.52,18.4,24.5,0.751,8.6,33.2,41.8,22.8,7,4,13.8,20.5,108.4
2020,Oklahoma City Thunder*,40.8,89.6,0.455,11.3,33.3,0.34,29.5,56.4,0.523,15.5,19.6,0.795,10.5,34.3,44.8,23,7,4,14.2,22.8,108.4
2020,Milwaukee Bucks*,38.9,94,0.414,14,39.3,0.355,25,54.7,0.457,16.7,21.2,0.787,9.5,36.3,45.8,24.2,7.4,4.5,14.1,21.7,108.6
2020,Utah Jazz*,40.7,89.1,0.457,11,31,0.353,29.7,58.1,0.512,16.5,21.5,0.767,9.6,33.1,42.7,21.5,7.9,4.6,12.3,20.8,108.8
2020,Miami Heat*,38.8,86.7,0.448,13.1,37.7,0.347,25.7,48.9,0.525,18.4,23.6,0.783,9.2,33.3,42.5,24.6,7.5,4.1,14,21.7,109.1
2020,Denver Nuggets*,40,86.5,0.463,12.1,33.9,0.358,27.9,52.6,0.53,17.1,22.5,0.759,10.1,32.6,42.6,25.4,7.2,4.4,14.3,20.5,109.2
2020,Los Angeles Clippers*,39.5,90.2,0.438,12.3,35.6,0.345,27.2,54.6,0.499,18.5,24.5,0.756,10.7,34.6,45.3,23.7,7.5,4.7,14.1,22.9,109.9
2020,Dallas Mavericks*,41.9,91.6,0.458,12.3,34.9,0.351,29.7,56.7,0.523,16,21,0.76,10.4,35,45.4,23.9,7,4.1,11.9,21.3,112.1
2020,Brooklyn Nets*,41.4,92.9,0.446,12.2,34.8,0.35,29.2,58.1,0.503,17.4,22.6,0.769,10.6,35.3,45.9,22.6,7.7,5.3,12.8,21.1,112.3
2020,Houston Rockets*,42.3,91.5,0.462,12.2,35,0.349,30.1,56.5,0.532,18,23.7,0.761,11.2,36.7,47.9,25.3,8,4.9,16.2,21,114.8
2020,Portland Trail Blazers*,41.8,91.6,0.456,13.6,35.4,0.383,28.2,56.2,0.501,19.1,24.7,0.771,11.5,35.4,46.9,24.9,6.8,4.9,12.9,20.1,116.1
2021,New York Knicks*,37.9,86.2,0.44,12,35.6,0.337,25.9,50.6,0.512,16.9,22.2,0.761,9.7,34.4,44.1,23.6,6.6,5.4,12.8,17.9,104.7
2021,Los Angeles Lakers*,39.8,86.4,0.46,11.4,32.2,0.352,28.4,54.2,0.524,15.9,20.5,0.776,8.8,33.2,42,24.7,8.2,4.5,15.2,21.3,106.8
2021,Utah Jazz*,40.9,91.4,0.447,10.9,31.8,0.341,30,59.6,0.504,14.5,18.9,0.768,9.8,32.8,42.6,22.3,7.7,3.9,11.5,19,107.2
2021,Los Angeles Clippers*,40.1,86.4,0.464,11.6,32.5,0.356,28.5,53.9,0.529,16.1,20.7,0.777,9.2,32,41.2,22.9,7.1,4.2,12.8,18.1,107.8
2021,Miami Heat*,39.1,85.2,0.459,14.3,39.1,0.365,24.8,46.2,0.538,15.6,19.9,0.782,9.5,33.4,42.9,25.8,7.5,4,15.1,19.6,108
2021,Philadelphia 76ers*,39.4,86.9,0.453,11.9,33,0.36,27.5,53.9,0.51,17.4,22.8,0.764,9.8,33.2,42.9,23.5,7.2,4.7,15.6,21,108.1
2021,Phoenix Suns*,40.5,86.8,0.467,11.6,32.8,0.354,28.9,54,0.535,16.8,21.7,0.778,9.4,33.3,42.7,22.9,6.9,3.6,13.6,18,109.5
2021,Denver Nuggets*,40,85.4,0.469,13,35.7,0.363,27.1,49.7,0.545,17.1,22.1,0.773,9.1,32.1,41.2,25.9,7.5,4.5,14.1,19.2,110.1
2021,Dallas Mavericks*,40.1,87.1,0.46,12.8,35.2,0.365,27.2,51.8,0.525,17.2,22.5,0.764,9.8,34.2,43.9,22.7,7.3,3.7,12.6,20.1,110.2
2021,Boston Celtics*,39.9,86,0.464,12.8,34.3,0.374,27.1,51.6,0.524,18.5,23.5,0.785,9.4,33.1,42.5,24.1,7.4,4.6,14.1,19.3,111.2
2021,Atlanta Hawks*,41.3,89.1,0.463,11.9,34.2,0.349,29.3,55,0.534,16.9,21.1,0.803,10,32.7,42.7,24.4,7.7,5,12.3,19.8,111.4
2021,Memphis Grizzlies*,41,88.7,0.462,12.9,35.1,0.367,28.2,53.6,0.525,17.4,22.1,0.788,9.8,34.9,44.7,25.4,7.7,5.2,14.8,18.3,112.3
2021,Brooklyn Nets*,41.9,91.3,0.459,13.2,36.2,0.365,28.7,55.1,0.521,17.1,22,0.775,10.5,32.6,43.1,24,7.6,4.6,12.6,18.9,114.1
2021,Milwaukee Bucks*,42.4,92.9,0.456,14.8,38.6,0.384,27.6,54.3,0.507,14.6,18.8,0.78,9.6,33.8,43.4,25.1,7,4.8,13.2,18.3,114.2
2021,Portland Trail Blazers*,41.8,88.3,0.473,12.9,34.6,0.372,28.9,53.6,0.538,17.9,22.8,0.787,9.9,35.5,45.4,24.9,6.1,4.6,12.4,19.1,114.3
2021,Washington Wizards*,43.1,91.6,0.471,12.4,33.7,0.369,30.7,57.9,0.529,19.8,25.4,0.781,10.3,35.8,46.1,24.5,8.2,4.8,14.7,22,118.5
2023,Cleveland Cavaliers*,39,83.5,0.468,11.3,30.6,0.368,27.8,52.9,0.525,17.5,22.4,0.782,9.8,31.5,41.2,23,7,4.4,15.7,20.4,106.9
2023,Miami Heat*,40.1,83.2,0.482,13.1,35.8,0.367,27,47.4,0.569,16.5,21.1,0.781,8.9,33,41.8,25.6,7,3.8,15.7,20,109.8
2023,Philadelphia 76ers*,40.4,85.4,0.473,11.6,33.4,0.348,28.8,52.1,0.553,18.5,23.7,0.781,9.5,31.6,41.2,24.2,6.6,4.6,14.3,19.6,110.9
2023,Boston Celtics*,41.8,90.2,0.463,11.6,33.7,0.345,30.1,56.5,0.534,16.2,21.1,0.769,9.7,34.3,44,23.1,6.6,3.9,12.7,19.1,111.4
2023,Phoenix Suns*,40,85.9,0.466,11.4,32,0.357,28.6,53.9,0.53,20.1,25.6,0.786,10.2,32.6,42.9,23.4,7.2,4,14.4,19.9,111.6
2023,Denver Nuggets*,41.7,87.4,0.478,11.4,33.1,0.344,30.4,54.3,0.559,17.6,22.7,0.775,10.1,30.7,40.8,25.7,7.9,4.2,13.5,19.5,112.5
2023,Brooklyn Nets*,41,88.5,0.463,11.8,32.2,0.367,29.2,56.3,0.518,18.7,24.4,0.767,11.5,33.6,45.1,23.4,7,3.9,13.7,18.5,112.5
2023,Memphis Grizzlies*,40.7,89.8,0.453,13,36.6,0.355,27.7,53.3,0.521,18.5,23.5,0.787,11,33.4,44.4,26.4,6.8,5.2,15.1,20,113
2023,New York Knicks*,40.8,88.2,0.462,13,36.5,0.357,27.7,51.7,0.537,18.5,23.7,0.782,10.1,31.9,42,25.1,6,4.5,12.7,20.7,113.1
2023,Los Angeles Clippers*,41.8,88.3,0.474,12.2,33.4,0.365,29.6,54.9,0.539,17.2,22.3,0.771,10.2,32.9,43.1,25,7.8,4.2,13,19.6,113.1
2023,Milwaukee Bucks*,42.5,93.2,0.456,12.1,34.1,0.354,30.4,59.1,0.514,16.3,21,0.776,10.7,33.5,44.2,23.9,7,3.9,11.8,19,113.3
2023,Minnesota Timberwolves*,41.8,88.7,0.471,12.3,33.3,0.369,29.5,55.5,0.532,19.9,26,0.766,11.3,33.3,44.7,25,8.2,4.1,15.4,20.2,115.8
2023,Los Angeles Lakers*,44,93.9,0.469,12.5,36.5,0.344,31.5,57.4,0.548,16.1,20.8,0.773,11.1,33.8,44.9,25.7,7.6,5.1,12.6,21.5,116.6
2023,Golden State Warriors*,42.4,90.5,0.469,12.9,35.5,0.364,29.5,55,0.536,19.4,25.2,0.769,10.7,32.6,43.3,25.7,7.9,4,14.3,18.4,117.1
2023,Sacramento Kings*,43.8,88.9,0.492,12.5,33.4,0.373,31.3,55.5,0.564,18.1,23,0.787,9.7,32.5,42.2,26.7,7.3,4.2,14.2,20.9,118.1
2023,Atlanta Hawks*,43.8,90.2,0.486,11.9,33.5,0.356,31.9,56.7,0.562,18.6,23.2,0.803,10.6,33.5,44.1,26,7.5,5,14.2,19.7,118.1
